impressions,campaign_id,account_name,campaign_name,ctr,clicks,adset_id,ad_id,cpc,cpm,adset_name,spend,date_start,conversions
296,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],2.364865,7,23845394307790149,23845394343130149,1.242857,29.391892,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,8.7,2020-07-13 0:00:00,1
46,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],4.347826,2,23845030153310149,23845394341540149,0.22,9.565217,AUD=product_CONV=purchase_CC$500,0.44,2020-07-13 0:00:00,0
113,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.884956,1,23845030153310149,23845394200440149,1.51,13.362832,AUD=product_CONV=purchase_CC$500,1.51,2020-07-13 0:00:00,1
3574,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.615557,22,23845059400960149,23845394200390149,2.404545,14.801343,AUD=product_CONV=purchase_CC$550,52.9,2020-07-13 0:00:00,0
1543,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.972132,15,23845349878990149,23845349896200149,2.54,24.692158,AUD=product+Organic/Natural_CONV=purchase_BC$500,38.1,2020-07-12 0:00:00,0
970,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.721649,7,23845349878990149,23845349896180149,3.432857,24.773196,AUD=product+Organic/Natural_CONV=purchase_BC$500,24.03,2020-07-12 0:00:00,0
3784,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.396406,15,23845216371220149,23845394128870149,2.836,11.242072,AUD=product+Organic/Natural_CONV=purchase_BC$500,42.54,2020-07-12 0:00:00,0
1503,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.332668,5,23845349878760149,23845349896170149,5.078,16.892881,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,25.39,2020-07-12 0:00:00,0
393,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.526718,6,23845394274510149,23845394281530149,5.188333,79.211196,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,31.13,2020-07-12 0:00:00,0
263,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0.760456,2,23844961421660149,23844961421490149,3.89,29.581749,[Content] All Visitors Sample 30 days - Optmize=PUR,7.78,2020-07-12 0:00:00,0
88,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],7.954545,7,23844842610380149,23844842610360149,1.601429,127.386364,[Content] All ATC / IC - 30 Days,11.21,2020-07-12 0:00:00,2
974,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.232033,12,23845394307790149,23845394312740149,2.7275,33.603696,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,32.73,2020-07-12 0:00:00,0
5646,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.655331,37,23845349878760149,23845349896130149,2.178919,14.279136,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,80.62,2020-07-12 0:00:00,5
299,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0.334448,1,23844961421660149,23844961421500149,8.63,28.862876,[Content] All Visitors Sample 30 days - Optmize=PUR,8.63,2020-07-12 0:00:00,5.5
990,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],2.828283,28,23845394307790149,23845394343130149,1.346071,38.070707,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,37.69,2020-07-12 0:00:00,0
16080,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.504975,242,23845059400960149,23845394341530149,1.042851,15.694652,AUD=product_CONV=purchase_CC$550,252.37,2020-07-12 0:00:00,0
50,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],8,4,23844842610380149,23844842610260149,1.265,101.2,[Content] All ATC / IC - 30 Days,5.06,2020-07-12 0:00:00,0
202,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.49505,1,23845030153310149,23845394341540149,3,14.851485,AUD=product_CONV=purchase_CC$500,3,2020-07-12 0:00:00,0
181,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0.552486,1,23844961421660149,23844961421510149,6.96,38.453039,[Content] All Visitors Sample 30 days - Optmize=PUR,6.96,2020-07-12 0:00:00,0
907,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.433297,13,23844842610380149,23844842610250149,5.405385,77.475193,[Content] All ATC / IC - 30 Days,70.27,2020-07-12 0:00:00,1
20,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],5,1,23844842610380149,23844842610290149,1.6,80,[Content] All ATC / IC - 30 Days,1.6,2020-07-12 0:00:00,0
3531,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.906259,32,23845394307790149,23845394312730149,2.701875,24.485981,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,86.46,2020-07-12 0:00:00,0
567,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.234568,7,23845349878760149,23845349896140149,2.284286,28.201058,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,15.99,2020-07-12 0:00:00,0
111,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],4.504505,5,23844842610380149,23844842610320149,2.496,112.432432,[Content] All ATC / IC - 30 Days,12.48,2020-07-12 0:00:00,2
49,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610300149,,108.367347,[Content] All ATC / IC - 30 Days,5.31,2020-07-12 0:00:00,4
3361,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.249628,42,23845216371240149,23845394336520149,1.239286,15.486462,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,52.05,2020-07-12 0:00:00,0
5945,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.740118,44,23845349878990149,23845349896210149,2.243182,16.602187,AUD=product+Organic/Natural_CONV=purchase_BC$500,98.7,2020-07-12 0:00:00,1
2278,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.658472,15,23845394307790149,23845394312720149,4.804,31.633011,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,72.06,2020-07-12 0:00:00,0
2094,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.477555,10,23845216371240149,23845394128770149,2.898,13.839542,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,28.98,2020-07-12 0:00:00,0
9520,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.556723,53,23845059400960149,23845394200370149,2.955283,16.452731,AUD=product_CONV=purchase_CC$550,156.63,2020-07-12 0:00:00,2.6
4048,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.271739,11,23845216371220149,23845394128880149,2.692727,7.317194,AUD=product+Organic/Natural_CONV=purchase_BC$500,29.62,2020-07-12 0:00:00,0
1055,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.516588,16,23844754010730149,23845394286340149,5.464375,82.872038,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,87.43,2020-07-12 0:00:00,0
247,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],0.809717,2,23845394274510149,23845394281550149,7.795,63.117409,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,15.59,2020-07-12 0:00:00,0
2220,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.585586,13,23844754010730149,23845394286350149,9.706154,56.837838,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,126.18,2020-07-12 0:00:00,0
5700,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.859649,106,23845349878760149,23845349896160149,1.583396,29.445614,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,167.84,2020-07-12 0:00:00,0.5
13821,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.730772,101,23845059400960149,23845394200360149,2.507723,18.325736,AUD=product_CONV=purchase_CC$550,253.28,2020-07-12 0:00:00,0
3645,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.356653,13,23845216371220149,23845394128890149,3.686154,13.146776,AUD=product+Organic/Natural_CONV=purchase_BC$500,47.92,2020-07-12 0:00:00,0.4
350,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.285714,1,23845030153310149,23845394200450149,4.43,12.657143,AUD=product_CONV=purchase_CC$500,4.43,2020-07-12 0:00:00,0
799,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.250313,2,23845030153310149,23845394200440149,5.47,13.692115,AUD=product_CONV=purchase_CC$500,10.94,2020-07-12 0:00:00,0
12378,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.387785,48,23845059400960149,23845394200390149,3.913542,15.176119,AUD=product_CONV=purchase_CC$550,187.85,2020-07-12 0:00:00,0
8326,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.792698,66,23845030153310149,23845394200460149,1.847879,14.64809,AUD=product_CONV=purchase_CC$500,121.96,2020-07-12 0:00:00,0
912,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.548246,5,23845394307790149,23845394312710149,5.876,32.214912,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,29.38,2020-07-12 0:00:00,2
931,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.644468,6,23845349878760149,23845349896150149,3.835,24.71536,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,23.01,2020-07-12 0:00:00,1
496,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0,0,23845030153310149,23845394200470149,,10.080645,AUD=product_CONV=purchase_CC$500,5,2020-07-12 0:00:00,0
1513,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.057502,16,23845349878990149,23845349896220149,1.519375,16.067416,AUD=product+Organic/Natural_CONV=purchase_BC$500,24.31,2020-07-12 0:00:00,0
7012,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.185396,13,23845216371240149,23845394128780149,4.673077,8.663719,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,60.75,2020-07-12 0:00:00,0
2186,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.182983,4,23845216371240149,23845394128800149,5.75,10.5215,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,23,2020-07-12 0:00:00,0
237,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.687764,4,23845394274510149,23845394281520149,3.065,51.729958,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,12.26,2020-07-12 0:00:00,0
21534,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.306492,66,23845216371220149,23845394128860149,3.042576,9.325253,AUD=product+Organic/Natural_CONV=purchase_BC$500,200.81,2020-07-12 0:00:00,1.1
957,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.044932,10,23844961421660149,23844961421640149,3.595,37.565308,[Content] All Visitors Sample 30 days - Optmize=PUR,35.95,2020-07-12 0:00:00,0
150,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.333333,2,23845394274510149,23845394281540149,5.99,79.866667,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,11.98,2020-07-12 0:00:00,1
6130,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.261011,16,23845216371220149,23845394128870149,4.48,11.693312,AUD=product+Organic/Natural_CONV=purchase_BC$500,71.68,2020-07-11 0:00:00,0
412,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.970874,4,23845349878990149,23845349896220149,2.27,22.038835,AUD=product+Organic/Natural_CONV=purchase_BC$500,9.08,2020-07-11 0:00:00,0
629,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0,0,23845216371240149,23845394128790149,,12.337043,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,7.76,2020-07-11 0:00:00,0
2189,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.365464,8,23845216371240149,23845394128770149,3.41875,12.49429,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,27.35,2020-07-11 0:00:00,1
2076,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.337187,7,23845216371240149,23845394128800149,2.932857,9.88921,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,20.53,2020-07-11 0:00:00,0
10662,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.290752,31,23845216371220149,23845394128860149,3.45871,10.056275,AUD=product+Organic/Natural_CONV=purchase_BC$500,107.22,2020-07-11 0:00:00,0
4313,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.208671,9,23845216371240149,23845394128780149,3.992222,8.330628,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,35.93,2020-07-11 0:00:00,0
1748,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.743707,13,23845216371240149,23845394336520149,2.277692,16.939359,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,29.61,2020-07-11 0:00:00,0
18467,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.541506,100,23845059400960149,23845394200370149,3.298,17.858883,AUD=product_CONV=purchase_CC$550,329.8,2020-07-11 0:00:00,0.1
228,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.754386,4,23845394274510149,23845394281530149,3.82,67.017544,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,15.28,2020-07-11 0:00:00,0
15176,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.40854,62,23845059400960149,23845394200390149,3.703548,15.130469,AUD=product_CONV=purchase_CC$550,229.62,2020-07-11 0:00:00,0
2172,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.782689,17,23845059400960149,23845394200380149,2.498824,19.558011,AUD=product_CONV=purchase_CC$550,42.48,2020-07-11 0:00:00,0
5369,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.242131,13,23845216371220149,23845394128880149,2.701538,6.541255,AUD=product+Organic/Natural_CONV=purchase_BC$500,35.12,2020-07-11 0:00:00,0
1131,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.795756,9,23844754010730149,23845394286340149,10.713333,85.251989,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,96.42,2020-07-11 0:00:00,0
4837,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.702915,34,23845030153310149,23845394200460149,1.949706,13.704776,AUD=product_CONV=purchase_CC$500,66.29,2020-07-11 0:00:00,0
2215,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.038375,23,23845394307790149,23845394312740149,3.400435,35.309255,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,78.21,2020-07-11 0:00:00,0
563,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.35524,2,23845030153310149,23845394200470149,2.89,10.26643,AUD=product_CONV=purchase_CC$500,5.78,2020-07-11 0:00:00,0
2344,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.725256,17,23844754010730149,23845394286350149,7.394118,53.62628,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,125.7,2020-07-11 0:00:00,0
167,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],0,0,23845394274510149,23845394281540149,,36.886228,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,6.16,2020-07-11 0:00:00,0
258,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.550388,4,23845394274510149,23845394281550149,7.245,112.325581,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,28.98,2020-07-11 0:00:00,4.5
724,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.552486,4,23845030153310149,23845394200440149,2.5375,14.019337,AUD=product_CONV=purchase_CC$500,10.15,2020-07-11 0:00:00,0
13485,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.490545,201,23845059400960149,23845394341530149,1.154925,17.214683,AUD=product_CONV=purchase_CC$550,232.14,2020-07-11 0:00:00,0
1596,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.56391,9,23845394307790149,23845394312710149,5.834444,32.901003,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,52.51,2020-07-11 0:00:00,6.75
655,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.068702,7,23845216371220149,23845394336540149,1.24,13.251908,AUD=product+Organic/Natural_CONV=purchase_BC$500,8.68,2020-07-11 0:00:00,0
2804,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.570613,16,23845394307790149,23845394312720149,5.668125,32.343081,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,90.69,2020-07-11 0:00:00,0
3282,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.548446,18,23845394307790149,23845394312730149,4.186667,22.961609,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,75.36,2020-07-11 0:00:00,2
184,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.086957,2,23845394274510149,23845394281520149,2.895,31.467391,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,5.79,2020-07-11 0:00:00,0
952,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.420168,4,23845349878990149,23845349896180149,5.23,21.97479,AUD=product+Organic/Natural_CONV=purchase_BC$500,20.92,2020-07-11 0:00:00,0
49,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],4.081633,2,23844842610380149,23844842610300149,3.06,124.897959,[Content] All ATC / IC - 30 Days,6.12,2020-07-11 0:00:00,0
41,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],12.195122,5,23844842610380149,23844842610260149,0.61,74.390244,[Content] All ATC / IC - 30 Days,3.05,2020-07-11 0:00:00,0
80,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],2.5,2,23844842610380149,23844842610320149,2.345,58.625,[Content] All ATC / IC - 30 Days,4.69,2020-07-11 0:00:00,0
67,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],4.477612,3,23844842610380149,23844842610360149,2.303333,103.134328,[Content] All ATC / IC - 30 Days,6.91,2020-07-11 0:00:00,0
9,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610290149,,173.333333,[Content] All ATC / IC - 30 Days,1.56,2020-07-11 0:00:00,0
782,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],2.173913,17,23845394307790149,23845394343130149,1.718235,37.352941,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,29.21,2020-07-11 0:00:00,0
158,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.632911,1,23845030153310149,23845394341540149,2.53,16.012658,AUD=product_CONV=purchase_CC$500,2.53,2020-07-11 0:00:00,0
393,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.017812,4,23845349878990149,23845349896190149,3.4975,35.597964,AUD=product+Organic/Natural_CONV=purchase_BC$500,13.99,2020-07-11 0:00:00,0
427,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.405152,6,23845349878760149,23845349896170149,1.578333,22.177986,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,9.47,2020-07-11 0:00:00,0
13157,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.478833,63,23845059400960149,23845394200360149,3.620476,17.336019,AUD=product_CONV=purchase_CC$550,228.09,2020-07-11 0:00:00,0
501,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.399202,2,23845030153310149,23845394200450149,2.78,11.097804,AUD=product_CONV=purchase_CC$500,5.56,2020-07-11 0:00:00,1
621,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.771337,11,23844842610380149,23844842610250149,5.796364,102.673108,[Content] All ATC / IC - 30 Days,63.76,2020-07-11 0:00:00,0
276,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.086957,3,23844961421660149,23844961421490149,2.713333,29.492754,[Content] All Visitors Sample 30 days - Optmize=PUR,8.14,2020-07-11 0:00:00,0
984,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.52439,15,23844961421660149,23844961421640149,2.441333,37.215447,[Content] All Visitors Sample 30 days - Optmize=PUR,36.62,2020-07-11 0:00:00,0
1257,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.875099,11,23845349878760149,23845349896130149,2.024545,17.716786,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,22.27,2020-07-11 0:00:00,2.7
136,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0,0,23844961421660149,23844961421510149,,39.632353,[Content] All Visitors Sample 30 days - Optmize=PUR,5.39,2020-07-11 0:00:00,0
720,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.972222,7,23845349878760149,23845349896140149,2.837143,27.583333,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,19.86,2020-07-11 0:00:00,0
1660,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.783133,13,23845349878990149,23845349896200149,3.447692,27,AUD=product+Organic/Natural_CONV=purchase_BC$500,44.82,2020-07-11 0:00:00,0
969,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.619195,6,23845349878760149,23845349896150149,2.706667,16.759546,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,16.24,2020-07-11 0:00:00,2.5
1346,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.89153,12,23845349878990149,23845349896210149,2.281667,20.341753,AUD=product+Organic/Natural_CONV=purchase_BC$500,27.38,2020-07-11 0:00:00,1
2305,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.735358,40,23845349878760149,23845349896160149,2.044,35.470716,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,81.76,2020-07-11 0:00:00,0
5275,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.227488,12,23845216371220149,23845394128890149,5.3,12.056872,AUD=product+Organic/Natural_CONV=purchase_BC$500,63.6,2020-07-11 0:00:00,0
356,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.123596,4,23844961421660149,23844961421500149,3.5275,39.634831,[Content] All Visitors Sample 30 days - Optmize=PUR,14.11,2020-07-11 0:00:00,0
178,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],1.123596,2,23845394274510149,23845394281530149,4.98,55.955056,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,9.96,2020-07-10 0:00:00,0
310,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],0,0,23845394274510149,23845394281520149,,37.677419,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,11.68,2020-07-10 0:00:00,1
32,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610260149,,100.3125,[Content] All ATC / IC - 30 Days,3.21,2020-07-10 0:00:00,0
58,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],3.448276,2,23844842610380149,23844842610300149,2.685,92.586207,[Content] All ATC / IC - 30 Days,5.37,2020-07-10 0:00:00,0
648,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.080247,7,23844842610380149,23844842610250149,8.382857,90.555556,[Content] All ATC / IC - 30 Days,58.68,2020-07-10 0:00:00,0
68,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610360149,,66.764706,[Content] All ATC / IC - 30 Days,4.54,2020-07-10 0:00:00,0
2524,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.475436,12,23844754010730149,23845394286350149,13.389167,63.656894,Top 25% TOS 30 Days (exclude 30 ATC/IC) - Optimize = PUR - ConvWind= 7 Day Click,160.67,2020-07-10 0:00:00,0
938,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.172708,11,23845349878990149,23845349896210149,2.112727,24.776119,AUD=product+Organic/Natural_CONV=purchase_BC$500,23.24,2020-07-10 0:00:00,0
3257,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.736874,24,23845394307790149,23845394312720149,3.85,28.369665,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,92.4,2020-07-10 0:00:00,0
88,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],3.409091,3,23844842610380149,23844842610320149,3.176667,108.295455,[Content] All ATC / IC - 30 Days,9.53,2020-07-10 0:00:00,0
4003,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.524607,21,23845394307790149,23845394312730149,5.077619,26.637522,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,106.63,2020-07-10 0:00:00,8.7
10,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610290149,,123,[Content] All ATC / IC - 30 Days,1.23,2020-07-10 0:00:00,0
